M,K,N,Data_Type,Baseline_m,Baseline_k,Baseline_n,Baseline_GOPS,Baseline_DDR_Bytes,Opt_m,Opt_k,Opt_n,Opt_GOPS,Opt_DDR_Bytes,Throughput_Speedup,DDR_Traffic_Reduction
4096,512,512,bf16,32,32,32,0.0,138412032,64,16,64,0.0,41943040,0.0,3.3
4096,512,1024,bf16,32,32,32,959.579,276824064,32,16,128,797.308,146800640,0.83,1.89
4096,512,2048,bf16,32,32,32,1373.09,553648128,16,8,256,761.468,557842432,0.55,0.99
4096,512,4096,bf16,32,32,32,1711.19,1107296256,4,8,512,0.0,4332716032,0.0,0.26
4096,1024,128,bf16,32,32,32,0.0,68157440,128,32,16,416.624,17825792,0.0,3.82
4096,1024,256,bf16,32,32,32,0.0,136314880,64,64,32,0.0,44040192,0.0,3.1
4096,1024,512,bf16,32,32,32,962.472,272629760,64,16,64,796.232,79691776,0.83,3.42
4096,1024,1024,bf16,32,32,32,1408.28,545259520,32,16,128,985.604,285212672,0.7,1.91
4096,1024,2048,bf16,32,32,32,1588.38,1090519040,16,8,256,823.691,1098907648,0.52,0.99
4096,1024,4096,bf16,32,32,32,1732.18,2181038080,4,8,512,0.0,8631877632,0.0,0.25
4096,2048,128,bf16,32,32,32,0.0,135266304,32,128,16,0.0,84934656,0.0,1.59
4096,2048,256,bf16,32,32,32,966.514,270532608,32,128,32,940.139,153092096,0.97,1.77
4096,2048,512,bf16,32,32,32,1420.84,541065216,32,64,64,1144.7,289406976,0.81,1.87
4096,2048,1024,bf16,32,32,32,1731.9,1082130432,32,16,128,1082.29,562036736,0.62,1.93
4096,2048,2048,bf16,32,32,32,1614.83,2164260864,16,8,256,890.121,2181038080,0.55,0.99
4096,2048,4096,bf16,32,32,32,1980.47,4328521728,4,8,512,0.0,17230200832,0.0,0.25
4096,4096,128,bf16,32,32,32,0.0,269484032,32,128,16,831.271,168820736,0.0,1.6
4096,4096,256,bf16,32,32,32,1397.7,538968064,32,128,32,1164.99,304087040,0.83,1.77
4096,4096,512,bf16,32,32,32,1870.86,1077936128,32,64,64,1284.66,574619648,0.69,1.88
4096,4096,1024,bf16,32,32,32,1747.89,2155872256,32,16,128,1140.0,1115684864,0.65,1.93
4096,4096,2048,bf16,32,32,32,1972.28,4311744512,16,8,256,922.526,4345298944,0.47,0.99
4096,4096,4096,bf16,32,32,32,0.0,8623489024,4,8,512,0.0,34426847232,0.0,0.25
16,512,512,bf16,32,32,32,0.0,0,8,128,64,4.48105,1081344,0.0,0.0
16,512,1024,bf16,32,32,32,0.0,0,8,64,128,9.56031,2146304,0.0,0.0
16,512,2048,bf16,32,32,32,0.0,0,8,16,256,17.9391,4276224,0.0,0.0
16,512,4096,bf16,32,32,32,0.0,0,4,8,512,0.0,16924672,0.0,0.0
16,1024,512,bf16,32,32,32,0.0,0,8,128,64,8.78375,2146304,0.0,0.0
16,1024,1024,bf16,32,32,32,0.0,0,8,64,128,18.8401,4259840,0.0,0.0
16,1024,2048,bf16,32,32,32,0.0,0,8,16,256,37.1987,8486912,0.0,0.0
16,1024,4096,bf16,32,32,32,0.0,0,4,8,512,0.0,33718272,0.0,0.0
16,2048,512,bf16,32,32,32,0.0,0,8,128,64,16.5071,4276224,0.0,0.0
16,2048,1024,bf16,32,32,32,0.0,0,8,64,128,34.9474,8486912,0.0,0.0
16,2048,2048,bf16,32,32,32,0.0,0,8,16,256,70.555,16908288,0.0,0.0
16,2048,4096,bf16,32,32,32,0.0,0,4,8,512,0.0,67305472,0.0,0.0
16,4096,512,bf16,32,32,32,0.0,0,8,128,64,36.2374,8536064,0.0,0.0
16,4096,1024,bf16,32,32,32,0.0,0,8,64,128,71.902,16941056,0.0,0.0
16,4096,2048,bf16,32,32,32,0.0,0,8,16,256,133.33,33751040,0.0,0.0
16,4096,4096,bf16,32,32,32,0.0,0,4,8,512,0.0,134479872,0.0,0.0
32,512,512,bf16,32,32,32,0.0,1081344,16,64,64,8.9352,1114112,0.0,0.97
32,512,1024,bf16,32,32,32,0.0,2162688,16,32,128,18.1041,2195456,0.0,0.99
32,512,2048,bf16,32,32,32,0.0,4325376,16,8,256,35.3729,4358144,0.0,0.99
32,512,4096,bf16,32,32,32,0.0,8650752,4,8,512,0.0,33849344,0.0,0.26
32,1024,512,bf16,32,32,32,0.0,2129920,16,64,64,17.8091,2195456,0.0,0.97
32,1024,1024,bf16,32,32,32,0.0,4259840,16,32,128,34.625,4325376,0.0,0.98
32,1024,2048,bf16,32,32,32,0.0,8519680,16,8,256,70.9032,8585216,0.0,0.99
32,1024,4096,bf16,32,32,32,0.0,17039360,4,8,512,0.0,67436544,0.0,0.25
32,2048,512,bf16,32,32,32,0.0,4227072,16,64,64,31.5896,4358144,0.0,0.97
32,2048,1024,bf16,32,32,32,0.0,8454144,16,32,128,71.3766,8585216,0.0,0.98
32,2048,2048,bf16,32,32,32,0.0,16908288,16,8,256,129.721,17039360,0.0,0.99
32,2048,4096,bf16,32,32,32,0.0,33816576,4,8,512,0.0,134610944,0.0,0.25
32,4096,512,bf16,32,32,32,0.0,8421376,16,64,64,71.0814,8683520,0.0,0.97
32,4096,1024,bf16,32,32,32,0.0,16842752,16,32,128,132.27,17104896,0.0,0.98
32,4096,2048,bf16,32,32,32,0.0,33685504,16,8,256,223.611,33947648,0.0,0.99
32,4096,4096,bf16,32,32,32,0.0,67371008,4,8,512,0.0,268959744,0.0,0.25
64,64,128,i16,32,32,32,0.0,98304,32,64,16,0.0,73728,0.0,1.33
64,64,256,i16,32,32,32,0.0,196608,32,64,32,0.0,139264,0.0,1.41
64,64,512,i16,32,32,32,0.0,393216,32,64,64,0.0,270336,0.0,1.45
64,64,1024,i16,32,32,32,0.0,786432,32,16,128,0.0,532480,0.0,1.48
64,64,2048,i16,32,32,32,0.0,1572864,16,8,256,0.0,1581056,0.0,0.99
64,64,4096,i16,32,32,32,0.0,3145728,8,4,512,17.9024,5251072,0.0,0.6
64,128,128,i16,32,32,32,0.0,163840,32,128,16,0.0,114688,0.0,1.43
64,128,256,i16,32,32,32,0.0,327680,32,128,32,0.0,212992,0.0,1.54
64,128,512,i16,32,32,32,0.0,655360,32,64,64,0.0,409600,0.0,1.6
64,128,1024,i16,32,32,32,0.0,1310720,32,16,128,0.0,802816,0.0,1.63
64,128,2048,i16,32,32,32,0.0,2621440,16,8,256,0.0,2637824,0.0,0.99
64,128,4096,i16,32,32,32,0.0,5242880,8,4,512,34.4146,9453568,0.0,0.55
64,256,128,i16,32,32,32,0.0,294912,32,128,16,0.0,196608,0.0,1.5
64,256,256,i16,32,32,32,0.0,589824,32,128,32,0.0,360448,0.0,1.64
64,256,512,i16,32,32,32,0.0,1179648,32,64,64,0.0,688128,0.0,1.71
64,256,1024,i16,32,32,32,0.0,2359296,32,16,128,0.0,1343488,0.0,1.76
64,256,2048,i16,32,32,32,0.0,4718592,16,8,256,0.0,4751360,0.0,0.99
64,256,4096,i16,32,32,32,0.0,9437184,8,4,512,68.0896,17858560,0.0,0.53
64,512,128,i16,32,32,32,0.0,557056,32,128,16,0.0,360448,0.0,1.55
64,512,256,i16,32,32,32,0.0,1114112,32,128,32,0.0,655360,0.0,1.7
64,512,512,i16,32,32,32,0.0,2228224,32,64,64,0.0,1245184,0.0,1.79
64,512,1024,i16,32,32,32,0.0,4456448,32,16,128,0.0,2424832,0.0,1.84
64,512,2048,i16,32,32,32,0.0,8912896,16,8,256,0.0,8978432,0.0,0.99
64,512,4096,i16,32,32,32,0.0,17825792,8,4,512,122.987,34668544,0.0,0.51
64,1024,128,i16,32,32,32,0.0,1081344,32,128,16,0.0,688128,0.0,1.57
64,1024,256,i16,32,32,32,0.0,2162688,32,128,32,0.0,1245184,0.0,1.74
64,1024,512,i16,32,32,32,0.0,4325376,32,64,64,0.0,2359296,0.0,1.83
64,1024,1024,i16,32,32,32,0.0,8650752,32,16,128,0.0,4587520,0.0,1.89
64,1024,2048,i16,32,32,32,0.0,17301504,16,8,256,0.0,17432576,0.0,0.99
64,1024,4096,i16,32,32,32,0.0,34603008,8,4,512,232.495,68288512,0.0,0.51
64,2048,128,i16,32,32,32,0.0,2129920,32,128,16,0.0,1343488,0.0,1.59
64,2048,256,i16,32,32,32,0.0,4259840,32,128,32,0.0,2424832,0.0,1.76
64,2048,512,i16,32,32,32,0.0,8519680,32,64,64,0.0,4587520,0.0,1.86
64,2048,1024,i16,32,32,32,0.0,17039360,32,16,128,0.0,8912896,0.0,1.91
64,2048,2048,i16,32,32,32,0.0,34078720,16,8,256,0.0,34340864,0.0,0.99
64,2048,4096,i16,32,32,32,0.0,68157440,8,4,512,378.396,135528448,0.0,0.5
64,4096,128,i16,32,32,32,0.0,4227072,32,128,16,0.0,2654208,0.0,1.59
64,4096,256,i16,32,32,32,0.0,8454144,32,128,32,0.0,4784128,0.0,1.77
64,4096,512,i16,32,32,32,0.0,16908288,32,64,64,0.0,9043968,0.0,1.87
64,4096,1024,i16,32,32,32,0.0,33816576,32,16,128,0.0,17563648,0.0,1.93
64,4096,2048,i16,32,32,32,0.0,67633152,16,8,256,0.0,68157440,0.0,0.99
64,4096,4096,i16,32,32,32,0.0,135266304,8,4,512,567.002,270008320,0.0,0.5
128,64,128,i16,32,32,32,0.0,196608,64,64,16,0.0,114688,0.0,1.71
128,64,256,i16,32,32,32,0.0,393216,64,64,32,0.0,212992,0.0,1.85
128,64,512,i16,32,32,32,0.0,786432,64,16,64,0.0,409600,0.0,1.92
128,64,1024,i16,32,32,32,0.0,1572864,32,16,128,0.0,1064960,0.0,1.48
128,64,2048,i16,32,32,32,0.0,3145728,16,8,256,0.0,3162112,0.0,0.99
128,64,4096,i16,32,32,32,0.0,6291456,8,4,512,31.3489,10502144,0.0,0.6
128,128,128,i16,32,32,32,0.0,327680,64,64,16,0.0,163840,0.0,2.0
128,128,256,i16,32,32,32,0.0,655360,64,64,32,0.0,294912,0.0,2.22
128,128,512,i16,32,32,32,0.0,1310720,64,16,64,0.0,557056,0.0,2.35
128,128,1024,i16,32,32,32,0.0,2621440,32,16,128,0.0,1605632,0.0,1.63
128,128,2048,i16,32,32,32,0.0,5242880,16,8,256,0.0,5275648,0.0,0.99
128,128,4096,i16,32,32,32,0.0,10485760,8,4,512,61.3435,18907136,0.0,0.55
128,256,128,i16,32,32,32,0.0,589824,64,64,16,0.0,262144,0.0,2.25
128,256,256,i16,32,32,32,0.0,1179648,64,64,32,0.0,458752,0.0,2.57
128,256,512,i16,32,32,32,0.0,2359296,64,16,64,0.0,851968,0.0,2.77
128,256,1024,i16,32,32,32,0.0,4718592,32,16,128,0.0,2686976,0.0,1.76
128,256,2048,i16,32,32,32,0.0,9437184,16,8,256,0.0,9502720,0.0,0.99
128,256,4096,i16,32,32,32,0.0,18874368,8,4,512,118.333,35717120,0.0,0.53
128,512,128,i16,32,32,32,0.0,1114112,64,64,16,0.0,458752,0.0,2.43
128,512,256,i16,32,32,32,0.0,2228224,64,64,32,0.0,786432,0.0,2.83
128,512,512,i16,32,32,32,0.0,4456448,64,16,64,0.0,1441792,0.0,3.09
128,512,1024,i16,32,32,32,0.0,8912896,32,16,128,0.0,4849664,0.0,1.84
128,512,2048,i16,32,32,32,0.0,17825792,16,8,256,0.0,17956864,0.0,0.99
128,512,4096,i16,32,32,32,0.0,35651584,8,4,512,229.215,69337088,0.0,0.51
128,1024,128,i16,32,32,32,0.0,2162688,64,64,16,0.0,851968,0.0,2.54
128,1024,256,i16,32,32,32,0.0,4325376,64,64,32,0.0,1441792,0.0,3.0
128,1024,512,i16,32,32,32,0.0,8650752,64,16,64,0.0,2621440,0.0,3.3
128,1024,1024,i16,32,32,32,0.0,17301504,32,16,128,0.0,9175040,0.0,1.89
128,1024,2048,i16,32,32,32,0.0,34603008,16,8,256,0.0,34865152,0.0,0.99
128,1024,4096,i16,32,32,32,0.0,69206016,8,4,512,388.632,136577024,0.0,0.51
128,2048,128,i16,32,32,32,0.0,4259840,32,128,16,0.0,2686976,0.0,1.59
128,2048,256,i16,32,32,32,0.0,8519680,32,128,32,0.0,4849664,0.0,1.76
128,2048,512,i16,32,32,32,0.0,17039360,32,64,64,0.0,9175040,0.0,1.86
128,2048,1024,i16,32,32,32,0.0,34078720,32,16,128,0.0,17825792,0.0,1.91
128,2048,2048,i16,32,32,32,0.0,68157440,16,8,256,0.0,68681728,0.0,0.99
128,2048,4096,i16,32,32,32,0.0,136314880,8,4,512,563.818,271056896,0.0,0.5
128,4096,128,i16,32,32,32,0.0,8454144,32,128,16,0.0,5308416,0.0,1.59
128,4096,256,i16,32,32,32,0.0,16908288,32,128,32,0.0,9568256,0.0,1.77
128,4096,512,i16,32,32,32,0.0,33816576,32,64,64,0.0,18087936,0.0,1.87
128,4096,1024,i16,32,32,32,0.0,67633152,32,16,128,0.0,35127296,0.0,1.93
128,4096,2048,i16,32,32,32,0.0,135266304,16,8,256,0.0,136314880,0.0,0.99
128,4096,4096,i16,32,32,32,0.0,270532608,8,4,512,718.149,540016640,0.0,0.5
256,64,128,i16,32,32,32,0.0,393216,128,32,16,0.0,196608,0.0,2.0
256,64,256,i16,32,32,32,0.0,786432,128,16,32,0.0,360448,0.0,2.18
256,64,512,i16,32,32,32,0.0,1572864,64,16,64,0.0,819200,0.0,1.92
256,64,1024,i16,32,32,32,0.0,3145728,32,16,128,0.0,2129920,0.0,1.48
256,64,2048,i16,32,32,32,0.0,6291456,16,8,256,0.0,6324224,0.0,0.99
256,64,4096,i16,32,32,32,0.0,12582912,8,4,512,67.5723,21004288,0.0,0.6
256,128,128,i16,32,32,32,0.0,655360,128,32,16,0.0,262144,0.0,2.5
256,128,256,i16,32,32,32,0.0,1310720,128,16,32,0.0,458752,0.0,2.86
256,128,512,i16,32,32,32,0.0,2621440,64,16,64,0.0,1114112,0.0,2.35
256,128,1024,i16,32,32,32,0.0,5242880,32,16,128,0.0,3211264,0.0,1.63
256,128,2048,i16,32,32,32,0.0,10485760,16,8,256,0.0,10551296,0.0,0.99
256,128,4096,i16,32,32,32,0.0,20971520,8,4,512,114.893,37814272,0.0,0.55
256,256,128,i16,32,32,32,0.0,1179648,128,32,16,0.0,393216,0.0,3.0
256,256,256,i16,32,32,32,0.0,2359296,128,16,32,0.0,655360,0.0,3.6
256,256,512,i16,32,32,32,0.0,4718592,64,16,64,0.0,1703936,0.0,2.77
256,256,1024,i16,32,32,32,0.0,9437184,32,16,128,0.0,5373952,0.0,1.76
256,256,2048,i16,32,32,32,0.0,18874368,16,8,256,0.0,19005440,0.0,0.99
256,256,4096,i16,32,32,32,0.0,37748736,8,4,512,229.03,71434240,0.0,0.53
256,512,128,i16,32,32,32,0.0,2228224,128,32,16,0.0,655360,0.0,3.4
256,512,256,i16,32,32,32,0.0,4456448,128,16,32,0.0,1048576,0.0,4.25
256,512,512,i16,32,32,32,0.0,8912896,64,16,64,0.0,2883584,0.0,3.09
256,512,1024,i16,32,32,32,0.0,17825792,32,16,128,0.0,9699328,0.0,1.84
256,512,2048,i16,32,32,32,0.0,35651584,16,8,256,0.0,35913728,0.0,0.99
256,512,4096,i16,32,32,32,0.0,71303168,8,4,512,368.482,138674176,0.0,0.51
256,1024,128,i16,32,32,32,0.0,4325376,128,32,16,0.0,1179648,0.0,3.67
256,1024,256,i16,32,32,32,0.0,8650752,128,16,32,0.0,1835008,0.0,4.71
256,1024,512,i16,32,32,32,0.0,17301504,64,16,64,0.0,5242880,0.0,3.3
256,1024,1024,i16,32,32,32,0.0,34603008,32,16,128,0.0,18350080,0.0,1.89
256,1024,2048,i16,32,32,32,0.0,69206016,16,8,256,0.0,69730304,0.0,0.99
256,1024,4096,i16,32,32,32,0.0,138412032,8,4,512,544.018,273154048,0.0,0.51
256,2048,128,i16,32,32,32,0.0,8519680,32,128,16,0.0,5373952,0.0,1.59
256,2048,256,i16,32,32,32,0.0,17039360,32,128,32,0.0,9699328,0.0,1.76
256,2048,512,i16,32,32,32,0.0,34078720,32,64,64,0.0,18350080,0.0,1.86
256,2048,1024,i16,32,32,32,0.0,68157440,32,16,128,0.0,35651584,0.0,1.91
256,2048,2048,i16,32,32,32,0.0,136314880,16,8,256,0.0,137363456,0.0,0.99
256,2048,4096,i16,32,32,32,0.0,272629760,8,4,512,711.528,542113792,0.0,0.5
256,4096,128,i16,32,32,32,0.0,16908288,32,128,16,0.0,10616832,0.0,1.59
256,4096,256,i16,32,32,32,0.0,33816576,32,128,32,0.0,19136512,0.0,1.77
256,4096,512,i16,32,32,32,0.0,67633152,32,64,64,0.0,36175872,0.0,1.87
256,4096,1024,i16,32,32,32,0.0,135266304,32,16,128,0.0,70254592,0.0,1.93
256,4096,2048,i16,32,32,32,0.0,270532608,16,8,256,0.0,272629760,0.0,0.99
256,4096,4096,i16,32,32,32,0.0,541065216,8,4,512,855.177,1080033280,0.0,0.5
512,64,128,i16,32,32,32,0.0,786432,128,32,16,0.0,393216,0.0,2.0
512,64,256,i16,32,32,32,0.0,1572864,128,16,32,0.0,720896,0.0,2.18
512,64,512,i16,32,32,32,0.0,3145728,64,16,64,0.0,1638400,0.0,1.92
512,64,1024,i16,32,32,32,0.0,6291456,32,16,128,0.0,4259840,0.0,1.48
512,64,2048,i16,32,32,32,0.0,12582912,16,8,256,0.0,12648448,0.0,0.99
512,64,4096,i16,32,32,32,0.0,25165824,8,4,512,121.161,42008576,0.0,0.6
512,128,128,i16,32,32,32,0.0,1310720,128,32,16,0.0,524288,0.0,2.5
512,128,256,i16,32,32,32,0.0,2621440,128,16,32,0.0,917504,0.0,2.86
512,128,512,i16,32,32,32,0.0,5242880,64,16,64,0.0,2228224,0.0,2.35
512,128,1024,i16,32,32,32,0.0,10485760,32,16,128,0.0,6422528,0.0,1.63
512,128,2048,i16,32,32,32,0.0,20971520,16,8,256,0.0,21102592,0.0,0.99
512,128,4096,i16,32,32,32,0.0,41943040,8,4,512,215.425,75628544,0.0,0.55
512,256,128,i16,32,32,32,0.0,2359296,128,32,16,0.0,786432,0.0,3.0
512,256,256,i16,32,32,32,0.0,4718592,128,16,32,0.0,1310720,0.0,3.6
512,256,512,i16,32,32,32,0.0,9437184,64,16,64,0.0,3407872,0.0,2.77
512,256,1024,i16,32,32,32,0.0,18874368,32,16,128,0.0,10747904,0.0,1.76
512,256,2048,i16,32,32,32,0.0,37748736,16,8,256,0.0,38010880,0.0,0.99
512,256,4096,i16,32,32,32,0.0,75497472,8,4,512,374.1,142868480,0.0,0.53
512,512,128,i16,32,32,32,0.0,4456448,128,32,16,0.0,1310720,0.0,3.4
512,512,256,i16,32,32,32,0.0,8912896,128,16,32,0.0,2097152,0.0,4.25
512,512,512,i16,32,32,32,0.0,17825792,64,16,64,0.0,5767168,0.0,3.09
512,512,1024,i16,32,32,32,0.0,35651584,32,16,128,0.0,19398656,0.0,1.84
512,512,2048,i16,32,32,32,0.0,71303168,16,8,256,0.0,71827456,0.0,0.99
512,512,4096,i16,32,32,32,0.0,142606336,8,4,512,539.359,277348352,0.0,0.51
512,1024,128,i16,32,32,32,0.0,8650752,128,32,16,0.0,2359296,0.0,3.67
512,1024,256,i16,32,32,32,0.0,17301504,128,16,32,0.0,3670016,0.0,4.71
512,1024,512,i16,32,32,32,0.0,34603008,64,16,64,0.0,10485760,0.0,3.3
512,1024,1024,i16,32,32,32,0.0,69206016,32,16,128,0.0,36700160,0.0,1.89
512,1024,2048,i16,32,32,32,0.0,138412032,16,8,256,0.0,139460608,0.0,0.99
512,1024,4096,i16,32,32,32,0.0,276824064,8,4,512,671.403,546308096,0.0,0.51
512,2048,128,i16,32,32,32,0.0,17039360,32,128,16,0.0,10747904,0.0,1.59
512,2048,256,i16,32,32,32,0.0,34078720,32,128,32,0.0,19398656,0.0,1.76
512,2048,512,i16,32,32,32,0.0,68157440,32,64,64,0.0,36700160,0.0,1.86
512,2048,1024,i16,32,32,32,0.0,136314880,32,16,128,0.0,71303168,0.0,1.91
512,2048,2048,i16,32,32,32,0.0,272629760,16,8,256,0.0,274726912,0.0,0.99
512,2048,4096,i16,32,32,32,0.0,545259520,8,4,512,844.234,1084227584,0.0,0.5
512,4096,128,i16,32,32,32,0.0,33816576,32,128,16,0.0,21233664,0.0,1.59
512,4096,256,i16,32,32,32,0.0,67633152,32,128,32,0.0,38273024,0.0,1.77
512,4096,512,i16,32,32,32,0.0,135266304,32,64,64,0.0,72351744,0.0,1.87
512,4096,1024,i16,32,32,32,0.0,270532608,32,16,128,0.0,140509184,0.0,1.93
512,4096,2048,i16,32,32,32,0.0,541065216,16,8,256,0.0,545259520,0.0,0.99
512,4096,4096,i16,32,32,32,0.0,1082130432,8,4,512,896.655,2160066560,0.0,0.5
1024,64,128,i16,32,32,32,0.0,1572864,128,32,16,0.0,786432,0.0,2.0
1024,64,256,i16,32,32,32,0.0,3145728,128,16,32,0.0,1441792,0.0,2.18
1024,64,512,i16,32,32,32,0.0,6291456,64,16,64,0.0,3276800,0.0,1.92
1024,64,1024,i16,32,32,32,0.0,12582912,32,16,128,0.0,8519680,0.0,1.48
1024,64,2048,i16,32,32,32,0.0,25165824,16,8,256,0.0,25296896,0.0,0.99
1024,64,4096,i16,32,32,32,0.0,50331648,8,4,512,214.898,84017152,0.0,0.6
1024,128,128,i16,32,32,32,0.0,2621440,128,32,16,0.0,1048576,0.0,2.5
1024,128,256,i16,32,32,32,0.0,5242880,128,16,32,0.0,1835008,0.0,2.86
1024,128,512,i16,32,32,32,0.0,10485760,64,16,64,0.0,4456448,0.0,2.35
1024,128,1024,i16,32,32,32,0.0,20971520,32,16,128,0.0,12845056,0.0,1.63
1024,128,2048,i16,32,32,32,0.0,41943040,16,8,256,0.0,42205184,0.0,0.99
1024,128,4096,i16,32,32,32,0.0,83886080,8,4,512,361.487,151257088,0.0,0.55
1024,256,128,i16,32,32,32,0.0,4718592,128,32,16,0.0,1572864,0.0,3.0
1024,256,256,i16,32,32,32,0.0,9437184,128,16,32,0.0,2621440,0.0,3.6
1024,256,512,i16,32,32,32,0.0,18874368,64,16,64,0.0,6815744,0.0,2.77
1024,256,1024,i16,32,32,32,0.0,37748736,32,16,128,0.0,21495808,0.0,1.76
1024,256,2048,i16,32,32,32,0.0,75497472,16,8,256,0.0,76021760,0.0,0.99
1024,256,4096,i16,32,32,32,0.0,150994944,8,4,512,528.942,285736960,0.0,0.53
1024,512,128,i16,32,32,32,0.0,8912896,128,32,16,0.0,2621440,0.0,3.4
1024,512,256,i16,32,32,32,0.0,17825792,128,16,32,0.0,4194304,0.0,4.25
1024,512,512,i16,32,32,32,0.0,35651584,64,16,64,0.0,11534336,0.0,3.09
1024,512,1024,i16,32,32,32,0.0,71303168,32,16,128,0.0,38797312,0.0,1.84
1024,512,2048,i16,32,32,32,0.0,142606336,16,8,256,0.0,143654912,0.0,0.99
1024,512,4096,i16,32,32,32,0.0,285212672,8,4,512,698.517,554696704,0.0,0.51
1024,1024,128,i16,32,32,32,0.0,17301504,128,32,16,0.0,4718592,0.0,3.67
1024,1024,256,i16,32,32,32,0.0,34603008,128,16,32,0.0,7340032,0.0,4.71
1024,1024,512,i16,32,32,32,0.0,69206016,64,16,64,0.0,20971520,0.0,3.3
1024,1024,1024,i16,32,32,32,0.0,138412032,32,16,128,0.0,73400320,0.0,1.89
1024,1024,2048,i16,32,32,32,0.0,276824064,16,8,256,0.0,278921216,0.0,0.99
1024,1024,4096,i16,32,32,32,0.0,553648128,8,4,512,795.014,1092616192,0.0,0.51
1024,2048,128,i16,32,32,32,0.0,34078720,32,128,16,0.0,21495808,0.0,1.59
1024,2048,256,i16,32,32,32,0.0,68157440,32,128,32,0.0,38797312,0.0,1.76
1024,2048,512,i16,32,32,32,0.0,136314880,32,64,64,0.0,73400320,0.0,1.86
1024,2048,1024,i16,32,32,32,0.0,272629760,32,16,128,0.0,142606336,0.0,1.91
1024,2048,2048,i16,32,32,32,0.0,545259520,16,8,256,0.0,549453824,0.0,0.99
1024,2048,4096,i16,32,32,32,0.0,1090519040,8,4,512,905.89,2168455168,0.0,0.5
1024,4096,128,i16,32,32,32,0.0,67633152,32,128,16,0.0,42467328,0.0,1.59
1024,4096,256,i16,32,32,32,0.0,135266304,32,128,32,0.0,76546048,0.0,1.77
1024,4096,512,i16,32,32,32,0.0,270532608,32,64,64,0.0,144703488,0.0,1.87
1024,4096,1024,i16,32,32,32,0.0,541065216,32,16,128,0.0,281018368,0.0,1.93
1024,4096,2048,i16,32,32,32,0.0,1082130432,16,8,256,0.0,1090519040,0.0,0.99
1024,4096,4096,i16,32,32,32,0.0,2164260864,8,4,512,952.67,4320133120,0.0,0.5
2048,64,128,i16,32,32,32,0.0,3145728,128,32,16,0.0,1572864,0.0,2.0
2048,64,256,i16,32,32,32,0.0,6291456,128,16,32,0.0,2883584,0.0,2.18
2048,64,512,i16,32,32,32,0.0,12582912,64,16,64,0.0,6553600,0.0,1.92
2048,64,1024,i16,32,32,32,0.0,25165824,32,16,128,0.0,17039360,0.0,1.48
2048,64,2048,i16,32,32,32,0.0,50331648,16,8,256,0.0,50593792,0.0,0.99
2048,64,4096,i16,32,32,32,0.0,100663296,8,4,512,340.477,168034304,0.0,0.6
2048,128,128,i16,32,32,32,0.0,5242880,128,32,16,0.0,2097152,0.0,2.5
2048,128,256,i16,32,32,32,0.0,10485760,128,16,32,0.0,3670016,0.0,2.86
2048,128,512,i16,32,32,32,0.0,20971520,64,16,64,0.0,8912896,0.0,2.35
2048,128,1024,i16,32,32,32,0.0,41943040,32,16,128,0.0,25690112,0.0,1.63
2048,128,2048,i16,32,32,32,0.0,83886080,16,8,256,0.0,84410368,0.0,0.99
2048,128,4096,i16,32,32,32,0.0,167772160,8,4,512,512.819,302514176,0.0,0.55
2048,256,128,i16,32,32,32,0.0,9437184,128,32,16,0.0,3145728,0.0,3.0
2048,256,256,i16,32,32,32,0.0,18874368,128,16,32,0.0,5242880,0.0,3.6
2048,256,512,i16,32,32,32,0.0,37748736,64,16,64,0.0,13631488,0.0,2.77
2048,256,1024,i16,32,32,32,0.0,75497472,32,16,128,0.0,42991616,0.0,1.76
2048,256,2048,i16,32,32,32,0.0,150994944,16,8,256,0.0,152043520,0.0,0.99
2048,256,4096,i16,32,32,32,0.0,301989888,8,4,512,671.799,571473920,0.0,0.53
2048,512,128,i16,32,32,32,0.0,17825792,128,32,16,0.0,5242880,0.0,3.4
2048,512,256,i16,32,32,32,0.0,35651584,128,16,32,0.0,8388608,0.0,4.25
2048,512,512,i16,32,32,32,0.0,71303168,64,16,64,0.0,23068672,0.0,3.09
2048,512,1024,i16,32,32,32,0.0,142606336,32,16,128,0.0,77594624,0.0,1.84
2048,512,2048,i16,32,32,32,0.0,285212672,16,8,256,0.0,287309824,0.0,0.99
2048,512,4096,i16,32,32,32,0.0,570425344,8,4,512,826.792,1109393408,0.0,0.51
2048,1024,128,i16,32,32,32,0.0,34603008,128,32,16,0.0,9437184,0.0,3.67
2048,1024,256,i16,32,32,32,0.0,69206016,128,16,32,0.0,14680064,0.0,4.71
2048,1024,512,i16,32,32,32,0.0,138412032,64,16,64,0.0,41943040,0.0,3.3
2048,1024,1024,i16,32,32,32,0.0,276824064,32,16,128,0.0,146800640,0.0,1.89
2048,1024,2048,i16,32,32,32,0.0,553648128,16,8,256,0.0,557842432,0.0,0.99
2048,1024,4096,i16,32,32,32,0.0,1107296256,8,4,512,881.341,2185232384,0.0,0.51
2048,2048,128,i16,32,32,32,0.0,68157440,32,128,16,0.0,42991616,0.0,1.59
2048,2048,256,i16,32,32,32,0.0,136314880,32,128,32,0.0,77594624,0.0,1.76
2048,2048,512,i16,32,32,32,0.0,272629760,32,64,64,0.0,146800640,0.0,1.86
2048,2048,1024,i16,32,32,32,0.0,545259520,32,16,128,0.0,285212672,0.0,1.91
